# BugBuster Current Measurement Log
# AD8411A supply: 5.0000 V
# Rsense: 100.000 mOhm  (gain=50.0)
# AD8411A IO_Block: 4 | DUT: BB IO_Block 1 (12.50 V)
# timestamp_unix,current_A,power_W
1780603230.201,0.000000000e+00,0.000000e+00
1780603230.261,0.000000000e+00,0.000000e+00
1780603230.300,0.000000000e+00,0.000000e+00
1780603230.469,0.000000000e+00,0.000000e+00
1780603230.502,0.000000000e+00,0.000000e+00
1780603230.560,0.000000000e+00,0.000000e+00
1780603230.591,0.000000000e+00,0.000000e+00
1780603230.655,0.000000000e+00,0.000000e+00
1780603230.688,0.000000000e+00,0.000000e+00
1780603230.753,0.000000000e+00,0.000000e+00
1780603230.799,0.000000000e+00,0.000000e+00
1780603230.861,0.000000000e+00,0.000000e+00
1780603230.899,0.000000000e+00,0.000000e+00
1780603230.961,0.000000000e+00,0.000000e+00
1780603231.002,0.000000000e+00,0.000000e+00
1780603231.070,0.000000000e+00,0.000000e+00
1780603231.123,0.000000000e+00,0.000000e+00
1780603231.179,0.000000000e+00,0.000000e+00
1780603231.228,0.000000000e+00,0.000000e+00
1780603231.284,0.000000000e+00,0.000000e+00
1780603231.337,0.000000000e+00,0.000000e+00
1780603231.391,0.000000000e+00,0.000000e+00
1780603231.455,0.000000000e+00,0.000000e+00
1780603231.495,0.000000000e+00,0.000000e+00
1780603231.568,0.000000000e+00,0.000000e+00
1780603231.605,0.000000000e+00,0.000000e+00
1780603231.678,0.000000000e+00,0.000000e+00
1780603231.721,0.000000000e+00,0.000000e+00
1780603231.779,0.000000000e+00,0.000000e+00
1780603231.854,0.000000000e+00,0.000000e+00
1780603231.885,0.000000000e+00,0.000000e+00
1780603231.944,0.000000000e+00,0.000000e+00
1780603231.997,0.000000000e+00,0.000000e+00
1780603232.055,0.000000000e+00,0.000000e+00
1780603232.103,0.000000000e+00,0.000000e+00
1780603232.154,0.000000000e+00,0.000000e+00
1780603232.208,0.000000000e+00,0.000000e+00
1780603232.291,0.000000000e+00,0.000000e+00
1780603232.319,0.000000000e+00,0.000000e+00
1780603232.393,0.000000000e+00,0.000000e+00
1780603232.430,0.000000000e+00,0.000000e+00
1780603232.495,0.000000000e+00,0.000000e+00
1780603232.541,0.000000000e+00,0.000000e+00
1780603232.600,0.000000000e+00,0.000000e+00
1780603232.656,0.000000000e+00,0.000000e+00
1780603232.699,0.000000000e+00,0.000000e+00
1780603232.753,0.000000000e+00,0.000000e+00
1780603232.805,0.000000000e+00,0.000000e+00
1780603232.906,0.000000000e+00,0.000000e+00
1780603232.925,0.000000000e+00,0.000000e+00
1780603232.977,0.000000000e+00,0.000000e+00
1780603233.032,0.000000000e+00,0.000000e+00
1780603233.098,0.000000000e+00,0.000000e+00
1780603233.136,0.000000000e+00,0.000000e+00
1780603233.203,0.000000000e+00,0.000000e+00
1780603233.260,0.000000000e+00,0.000000e+00
1780603233.319,0.000000000e+00,0.000000e+00
1780603233.361,0.000000000e+00,0.000000e+00
1780603233.420,0.000000000e+00,0.000000e+00
1780603233.472,0.000000000e+00,0.000000e+00
1780603233.524,0.000000000e+00,0.000000e+00
1780603233.613,0.000000000e+00,0.000000e+00
1780603233.630,0.000000000e+00,0.000000e+00
1780603233.685,0.000000000e+00,0.000000e+00
1780603233.737,0.000000000e+00,0.000000e+00
1780603233.788,0.000000000e+00,0.000000e+00
1780603233.838,0.000000000e+00,0.000000e+00
1780603233.888,0.000000000e+00,0.000000e+00
1780603233.945,0.000000000e+00,0.000000e+00
1780603234.023,0.000000000e+00,0.000000e+00
1780603234.068,0.000000000e+00,0.000000e+00
1780603234.100,0.000000000e+00,0.000000e+00
1780603234.160,0.000000000e+00,0.000000e+00
1780603234.228,0.000000000e+00,0.000000e+00
1780603234.276,0.000000000e+00,0.000000e+00
1780603234.336,0.000000000e+00,0.000000e+00
1780603234.380,0.000000000e+00,0.000000e+00
1780603234.456,0.000000000e+00,0.000000e+00
1780603234.482,0.000000000e+00,0.000000e+00
1780603234.569,0.000000000e+00,0.000000e+00
1780603234.590,0.000000000e+00,0.000000e+00
1780603234.656,0.000000000e+00,0.000000e+00
1780603234.692,0.000000000e+00,0.000000e+00
1780603234.748,0.000000000e+00,0.000000e+00
1780603234.803,0.000000000e+00,0.000000e+00
1780603234.871,0.000000000e+00,0.000000e+00
1780603234.926,0.000000000e+00,0.000000e+00
1780603234.978,0.000000000e+00,0.000000e+00
1780603235.055,0.000000000e+00,0.000000e+00
1780603235.085,0.000000000e+00,0.000000e+00
1780603235.148,0.000000000e+00,0.000000e+00
1780603235.191,0.000000000e+00,0.000000e+00
1780603235.363,0.000000000e+00,0.000000e+00
1780603235.382,0.000000000e+00,0.000000e+00
1780603235.434,0.000000000e+00,0.000000e+00
1780603235.490,0.000000000e+00,0.000000e+00
1780603235.565,0.000000000e+00,0.000000e+00
1780603235.599,0.000000000e+00,0.000000e+00
1780603235.670,0.000000000e+00,0.000000e+00
1780603235.701,0.000000000e+00,0.000000e+00
1780603235.980,0.000000000e+00,0.000000e+00
1780603236.011,0.000000000e+00,0.000000e+00
1780603236.050,0.000000000e+00,0.000000e+00
1780603236.098,0.000000000e+00,0.000000e+00
1780603236.179,0.000000000e+00,0.000000e+00
1780603236.207,0.000000000e+00,0.000000e+00
1780603236.388,0.000000000e+00,0.000000e+00
1780603236.404,0.000000000e+00,0.000000e+00
1780603236.492,0.000000000e+00,0.000000e+00
1780603236.509,0.000000000e+00,0.000000e+00
1780603236.592,0.000000000e+00,0.000000e+00
1780603236.617,0.000000000e+00,0.000000e+00
1780603236.683,0.000000000e+00,0.000000e+00
1780603236.724,0.000000000e+00,0.000000e+00
1780603237.211,0.000000000e+00,0.000000e+00
1780603237.235,0.000000000e+00,0.000000e+00
1780603237.303,0.000000000e+00,0.000000e+00
1780603237.333,0.000000000e+00,0.000000e+00
1780603237.404,0.000000000e+00,0.000000e+00
1780603237.465,0.000000000e+00,0.000000e+00
1780603237.508,0.000000000e+00,0.000000e+00
1780603237.682,0.000000000e+00,0.000000e+00
1780603237.707,0.000000000e+00,0.000000e+00
1780603237.762,0.000000000e+00,0.000000e+00
1780603237.820,0.000000000e+00,0.000000e+00
1780603237.869,0.000000000e+00,0.000000e+00
1780603237.932,5.181921124e-02,6.477401e-01
1780603237.978,5.181921124e-02,6.477401e-01
1780603238.178,3.601396084e-02,4.501745e-01
1780603238.196,3.601396084e-02,4.501745e-01
1780603238.277,3.601396084e-02,4.501745e-01
1780603238.300,3.601396084e-02,4.501745e-01
1780603238.381,3.601396084e-02,4.501745e-01
1780603238.425,3.215991855e-02,4.019990e-01
1780603238.473,3.215991855e-02,4.019990e-01
1780603238.534,3.215991855e-02,4.019990e-01
1780603238.605,3.215991855e-02,4.019990e-01
1780603238.655,3.215991855e-02,4.019990e-01
1780603238.686,4.000855088e-02,5.001069e-01
1780603238.737,4.000855088e-02,5.001069e-01
1780603238.793,4.000855088e-02,5.001069e-01
1780603238.853,4.000855088e-02,5.001069e-01
1780603238.900,4.000855088e-02,5.001069e-01
1780603238.965,4.403346181e-02,5.504183e-01
1780603239.005,4.403346181e-02,5.504183e-01
1780603239.071,4.403346181e-02,5.504183e-01
1780603239.118,4.403346181e-02,5.504183e-01
1780603239.185,4.370498657e-02,5.463123e-01
1780603239.228,4.370498657e-02,5.463123e-01
1780603239.287,4.370498657e-02,5.463123e-01
1780603239.356,4.370498657e-02,5.463123e-01
1780603239.400,4.370498657e-02,5.463123e-01
1780603239.473,5.371647477e-02,6.714559e-01
1780603239.493,5.371647477e-02,6.714559e-01
1780603239.670,5.371647477e-02,6.714559e-01
1780603239.689,5.329067111e-02,6.661334e-01
1780603239.760,5.329067111e-02,6.661334e-01
1780603239.796,5.329067111e-02,6.661334e-01
1780603239.990,3.385402262e-02,4.231753e-01
1780603240.013,3.385402262e-02,4.231753e-01
1780603240.075,3.385402262e-02,4.231753e-01
1780603240.119,3.385402262e-02,4.231753e-01
1780603240.192,3.926424682e-02,4.908031e-01
1780603240.220,3.926424682e-02,4.908031e-01
1780603240.276,3.926424682e-02,4.908031e-01
1780603240.326,3.926424682e-02,4.908031e-01
1780603240.382,3.926424682e-02,4.908031e-01
1780603240.452,3.934969902e-02,4.918712e-01
1780603240.492,3.934969902e-02,4.918712e-01
1780603240.585,3.934969902e-02,4.918712e-01
1780603240.602,3.934969902e-02,4.918712e-01
1780603240.799,3.447795510e-02,4.309744e-01
1780603240.818,3.447795510e-02,4.309744e-01
1780603240.885,3.447795510e-02,4.309744e-01
1780603240.925,3.447795510e-02,4.309744e-01
1780603241.102,3.512828946e-02,4.391036e-01
1780603241.144,3.512828946e-02,4.391036e-01
1780603241.189,3.512828946e-02,4.391036e-01
1780603241.222,3.566514850e-02,4.458144e-01
1780603241.407,3.566514850e-02,4.458144e-01
1780603241.421,3.566514850e-02,4.458144e-01
1780603241.477,3.472312689e-02,4.340391e-01
1780603241.531,3.472312689e-02,4.340391e-01
1780603241.600,3.472312689e-02,4.340391e-01
1780603241.636,3.472312689e-02,4.340391e-01
1780603241.701,3.472312689e-02,4.340391e-01
1780603241.744,4.931021333e-02,6.163777e-01
1780603241.920,4.931021333e-02,6.163777e-01
1780603241.934,4.931021333e-02,6.163777e-01
1780603242.009,3.972619772e-02,4.965775e-01
1780603242.049,3.972619772e-02,4.965775e-01
1780603242.116,3.972619772e-02,4.965775e-01
1780603242.150,3.972619772e-02,4.965775e-01
1780603242.225,3.972619772e-02,4.965775e-01
1780603242.270,3.892902136e-02,4.866128e-01
1780603242.327,3.892902136e-02,4.866128e-01
1780603242.371,3.892902136e-02,4.866128e-01
1780603242.424,3.892902136e-02,4.866128e-01
1780603242.484,5.002584457e-02,6.253231e-01
1780603242.533,5.002584457e-02,6.253231e-01
1780603242.590,5.002584457e-02,6.253231e-01
1780603242.647,5.002584457e-02,6.253231e-01
1780603242.694,5.002584457e-02,6.253231e-01
1780603242.791,4.472158849e-02,5.590199e-01
1780603242.824,4.472158849e-02,5.590199e-01
1780603242.870,4.472158849e-02,5.590199e-01
1780603243.054,4.786787033e-02,5.983484e-01
1780603243.070,4.786787033e-02,5.983484e-01
1780603243.135,4.786787033e-02,5.983484e-01
1780603243.174,4.786787033e-02,5.983484e-01
1780603243.241,4.786787033e-02,5.983484e-01
1780603243.284,4.190435410e-02,5.238044e-01
1780603243.346,4.190435410e-02,5.238044e-01
1780603243.395,4.190435410e-02,5.238044e-01
1780603243.449,4.190435410e-02,5.238044e-01
1780603243.499,4.114301503e-02,5.142877e-01
1780603243.580,4.114301503e-02,5.142877e-01
1780603243.608,4.114301503e-02,5.142877e-01
1780603243.671,4.114301503e-02,5.142877e-01
1780603243.765,4.114301503e-02,5.142877e-01
1780603243.788,4.983139038e-02,6.228924e-01
1780603243.850,4.983139038e-02,6.228924e-01
1780603243.891,4.983139038e-02,6.228924e-01
1780603243.961,4.983139038e-02,6.228924e-01
1780603244.000,4.983139038e-02,6.228924e-01
1780603244.174,4.323452711e-02,5.404316e-01
1780603244.191,4.323452711e-02,5.404316e-01
1780603244.263,4.323452711e-02,5.404316e-01
1780603244.297,2.776349187e-02,3.470436e-01
1780603244.360,2.776349187e-02,3.470436e-01
1780603244.404,2.776349187e-02,3.470436e-01
1780603244.582,2.960868180e-02,3.701085e-01
1780603244.599,2.960868180e-02,3.701085e-01
1780603244.658,2.960868180e-02,3.701085e-01
1780603244.700,2.960868180e-02,3.701085e-01
1780603244.754,2.960868180e-02,3.701085e-01
1780603244.823,4.188104868e-02,5.235131e-01
1780603245.007,4.188104868e-02,5.235131e-01
1780603245.023,4.188104868e-02,5.235131e-01
1780603245.207,2.911053598e-02,3.638817e-01
1780603245.225,2.911053598e-02,3.638817e-01
1780603245.320,4.134653509e-02,5.168317e-01
1780603245.351,4.134653509e-02,5.168317e-01
1780603245.389,4.134653509e-02,5.168317e-01
1780603245.455,4.134653509e-02,5.168317e-01
1780603245.497,4.134653509e-02,5.168317e-01
1780603245.555,2.978968620e-02,3.723711e-01
1780603245.612,2.978968620e-02,3.723711e-01
1780603245.673,2.978968620e-02,3.723711e-01
1780603245.720,2.978968620e-02,3.723711e-01
1780603245.778,2.978968620e-02,3.723711e-01
1780603245.839,3.097412586e-02,3.871766e-01
1780603245.903,3.097412586e-02,3.871766e-01
1780603245.937,3.097412586e-02,3.871766e-01
1780603246.005,3.097412586e-02,3.871766e-01
1780603246.054,2.833709717e-02,3.542137e-01
1780603246.113,2.833709717e-02,3.542137e-01
1780603246.157,2.833709717e-02,3.542137e-01
1780603246.219,2.833709717e-02,3.542137e-01
1780603246.273,2.833709717e-02,3.542137e-01
1780603246.323,2.786532044e-02,3.483165e-01
1780603246.374,2.786532044e-02,3.483165e-01
1780603246.431,2.786532044e-02,3.483165e-01
1780603246.486,2.786532044e-02,3.483165e-01
1780603246.556,2.786532044e-02,3.483165e-01
1780603246.590,4.049555063e-02,5.061944e-01
1780603246.652,4.049555063e-02,5.061944e-01
1780603246.694,4.049555063e-02,5.061944e-01
1780603246.751,4.049555063e-02,5.061944e-01
1780603246.822,4.049555063e-02,5.061944e-01
1780603246.869,3.895256519e-02,4.869071e-01
1780603246.944,3.895256519e-02,4.869071e-01
1780603246.975,3.895256519e-02,4.869071e-01
1780603247.033,3.895256519e-02,4.869071e-01
1780603247.092,2.812844515e-02,3.516056e-01
1780603247.137,2.812844515e-02,3.516056e-01
1780603247.186,2.812844515e-02,3.516056e-01
1780603247.251,2.812844515e-02,3.516056e-01
1780603247.288,2.812844515e-02,3.516056e-01
1780603247.343,3.253737092e-02,4.067171e-01
1780603247.406,3.253737092e-02,4.067171e-01
1780603247.453,3.253737092e-02,4.067171e-01
1780603247.501,3.253737092e-02,4.067171e-01
1780603247.554,3.253737092e-02,4.067171e-01
1780603247.608,3.172732890e-02,3.965916e-01
1780603247.669,3.172732890e-02,3.965916e-01
